,NP Name,trail_id,name,trail_type,summary,difficulty,stars,starVotes,location,url,imgSqSmall,imgSmall,imgSmallMed,imgMedium,"length, miles","ascent, ft","descent, ft","high, ft","low, ft",latitude,longitude,conditionStatus,conditionDetails,conditionDate
1502,Grand Teton,7030746,Blacktail Butte Trail,Trail,A great short hike with wonderful views.,black,3.7,6,"Jackson, Wyoming",https://www.hikingproject.com/trail/7030746/blacktail-butte-trail,https://cdn2.apstatic.com/photos/hike/7050920_sqsmall_1555691703.jpg,https://cdn2.apstatic.com/photos/hike/7050920_small_1555691703.jpg,https://cdn2.apstatic.com/photos/hike/7050920_smallMed_1555691703.jpg,https://cdn2.apstatic.com/photos/hike/7050920_medium_1555691703.jpg,1.7,1053,-24,7626,6594,43.631,-110.6646,Unknown,,1970-01-01 00:00:00
1503,Grand Teton,7075977,Spring Gulch,Trail,Needs Summary,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075977/spring-gulch,,,,,1.2,48,-1,6371,6324,43.5594,-110.7621,Unknown,,1970-01-01 00:00:00
1504,Grand Teton,7000093,Lake Solitude Trail,Connector,,blue,0.0,0,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000093/lake-solitude-trail,https://cdn2.apstatic.com/photos/hike/7067737_sqsmall_1583704571.jpg,https://cdn2.apstatic.com/photos/hike/7067737_small_1583704571.jpg,https://cdn2.apstatic.com/photos/hike/7067737_smallMed_1583704571.jpg,https://cdn2.apstatic.com/photos/hike/7067737_medium_1583704571.jpg,0.1,5,-7,9050,9042,43.794,-110.8422,Unknown,,1970-01-01 00:00:00
1505,Grand Teton,7000355,Bearpaw Lake Trail,Connector,,blue,0.0,0,"Yellowstone South Entrance, Wyoming",https://www.hikingproject.com/trail/7000355/bearpaw-lake-trail,https://cdn2.apstatic.com/photos/hike/7000652_sqsmall_1554159486.jpg,https://cdn2.apstatic.com/photos/hike/7000652_small_1554159486.jpg,https://cdn2.apstatic.com/photos/hike/7000652_smallMed_1554159486.jpg,https://cdn2.apstatic.com/photos/hike/7000652_medium_1554159486.jpg,0.3,19,-46,6893,6865,43.8279,-110.7273,Unknown,,1970-01-01 00:00:00
1506,Grand Teton,7000354,Trapper Lake Trail,Trail,"An extra measure of seclusion can be found on this level, forest-lined trail.",greenBlue,4.7,3,"Yellowstone South Entrance, Wyoming",https://www.hikingproject.com/trail/7000354/trapper-lake-trail,,,,,0.9,54,-87,6940,6863,43.8339,-110.7328,Unknown,,1970-01-01 00:00:00
1507,Grand Teton,7076477,Ditch Cr #4209B,Trail,Needs Summary,blue,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076477/ditch-cr-4209b,,,,,1.8,587,0,7975,7387,43.7112,-110.5589,Unknown,,1970-01-01 00:00:00
1508,Grand Teton,7000344,Teton Village Trail,Trail,A moderately easy trail providing access to Grand Teton from Teton Village.,blue,2.0,2,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000344/teton-village-trail,,,,,1.9,294,-327,6672,6453,43.5956,-110.8246,Unknown,,1970-01-01 00:00:00
1509,Grand Teton,7076476,Summit View #4209A,Connector,,green,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076476/summit-view-4209a,,,,,0.2,77,0,8133,8056,43.7219,-110.5684,Unknown,,1970-01-01 00:00:00
1510,Grand Teton,7075968,Teton Village Loop,Connector,,green,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7075968/teton-village-loop,,,,,0.4,2,-6,6317,6311,43.5864,-110.8191,Unknown,,1970-01-01 00:00:00
1511,Grand Teton,7076484,Shadow Loop #4209,Trail,Needs Summary,blue,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076484/shadow-loop-4209,,,,,5.0,1312,-411,8251,7217,43.7347,-110.5806,Unknown,,1970-01-01 00:00:00
1512,Grand Teton,7006882,South Teton Trail #027,Trail,"A beautiful, mellow ascent to the stunning Alaska Basin & Buck Mountain Pass.",blueBlack,5.0,5,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7006882/south-teton-trail-027,https://cdn2.apstatic.com/photos/hike/7061051_sqsmall_1563826536.jpg,https://cdn2.apstatic.com/photos/hike/7061051_small_1563826536.jpg,https://cdn2.apstatic.com/photos/hike/7061051_smallMed_1563826536.jpg,https://cdn2.apstatic.com/photos/hike/7061051_medium_1563826536.jpg,10.2,3408,-36,10337,6964,43.7557,-110.9152,Unknown,,1970-01-01 00:00:00
1513,Grand Teton,7032978,Face Trail #029,Trail,"This is the first half of the shorter, but far more difficult, route to Table Mountain.",black,4.7,7,"Alta, Wyoming",https://www.hikingproject.com/trail/7032978/face-trail-029,https://cdn2.apstatic.com/photos/hike/7033658_sqsmall_1554998454.jpg,https://cdn2.apstatic.com/photos/hike/7033658_small_1554998454.jpg,https://cdn2.apstatic.com/photos/hike/7033658_smallMed_1554998454.jpg,https://cdn2.apstatic.com/photos/hike/7033658_medium_1554998454.jpg,2.6,2925,0,9904,6979,43.7559,-110.9151,Unknown,,1970-01-01 00:00:00
1514,Grand Teton,7076486,Shadow Road Bypass #1 #4211,Trail,Needs Summary,black,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076486/shadow-road-bypass-1-4211,,,,,1.7,923,-50,8107,7234,43.7343,-110.5789,Unknown,,1970-01-01 00:00:00
1515,Grand Teton,7076475,Lost Creek #4210,Trail,Needs Summary,black,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076475/lost-creek-4210,,,,,1.3,703,-4,7974,7276,43.7341,-110.5767,Unknown,,1970-01-01 00:00:00
1516,Grand Teton,7033439,North Teton Trail (Huckleberry Trail),Trail,Needs Summary,black,4.6,8,"Alta, Wyoming",https://www.hikingproject.com/trail/7033439/north-teton-trail-huckleberry-trail,https://cdn2.apstatic.com/photos/hike/7033656_sqsmall_1554998450.jpg,https://cdn2.apstatic.com/photos/hike/7033656_small_1554998450.jpg,https://cdn2.apstatic.com/photos/hike/7033656_smallMed_1554998450.jpg,https://cdn2.apstatic.com/photos/hike/7033656_medium_1554998450.jpg,6.5,4106,-19,11069,6981,43.7568,-110.9171,Minor Issues,"Snowy, Mostly Dry",2020-06-11 15:49:09
1517,Grand Teton,7006619,Trail Access,Trail,A gravel summer access road to the top of the Union Pass chairlift.,blue,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7006619/trail-access,,,,,0.7,409,0,6754,6345,43.5886,-110.8279,Unknown,,1970-01-01 00:00:00
1518,Grand Teton,7000416,Fox Creek Pass,Trail,Leave the park and enjoy this beautiful wilderness.,blue,4.0,2,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000416/fox-creek-pass,https://cdn2.apstatic.com/photos/hike/7050892_sqsmall_1555691647.jpg,https://cdn2.apstatic.com/photos/hike/7050892_small_1555691647.jpg,https://cdn2.apstatic.com/photos/hike/7050892_smallMed_1555691647.jpg,https://cdn2.apstatic.com/photos/hike/7050892_medium_1555691647.jpg,3.0,220,-909,9677,8891,43.6469,-110.9099,Unknown,,1970-01-01 00:00:00
1519,Grand Teton,7075978,Teton Village Loop,Trail,Needs Summary,green,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7075978/teton-village-loop,,,,,0.5,21,-3,6319,6301,43.5827,-110.8222,Unknown,,1970-01-01 00:00:00
1520,Grand Teton,7076390,Turpin Creek #4089,Trail,Needs Summary,black,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076390/turpin-creek-4089,,,,,1.8,415,-646,7652,7029,43.667,-110.5842,Unknown,,1970-01-01 00:00:00
1521,Grand Teton,7006620,Wildflower Trail,Trail,All singletrack to top of Bridger Gondola at Jackson Hole Mountain Resort.,blueBlack,4.0,6,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7006620/wildflower-trail,https://cdn2.apstatic.com/photos/hike/7006023_sqsmall_1554313373.jpg,https://cdn2.apstatic.com/photos/hike/7006023_small_1554313373.jpg,https://cdn2.apstatic.com/photos/hike/7006023_smallMed_1554313373.jpg,https://cdn2.apstatic.com/photos/hike/7006023_medium_1554313373.jpg,3.5,2554,0,9060,6506,43.5897,-110.8341,Unknown,,1970-01-01 00:00:00
1522,Grand Teton,7033399,South Darby Trail #033,Trail,This is a family-friendly trail that heads up Darby Canyon to experience the Wind Cave.,blueBlack,4.4,11,"Alta, Wyoming",https://www.hikingproject.com/trail/7033399/south-darby-trail-033,https://cdn2.apstatic.com/photos/hike/7035052_sqsmall_1555018489.jpg,https://cdn2.apstatic.com/photos/hike/7035052_small_1555018489.jpg,https://cdn2.apstatic.com/photos/hike/7035052_smallMed_1555018489.jpg,https://cdn2.apstatic.com/photos/hike/7035052_medium_1555018489.jpg,3.3,1748,-9,8776,7037,43.6866,-110.9688,Unknown,,1970-01-01 00:00:00
1523,Grand Teton,7006621,Cirque Trail,Trail,An awesome trail from Bridger Gondola to Rendezvous Mountain summit.,black,4.7,6,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7006621/cirque-trail,https://cdn2.apstatic.com/photos/hike/7006027_sqsmall_1554313383.jpg,https://cdn2.apstatic.com/photos/hike/7006027_small_1554313383.jpg,https://cdn2.apstatic.com/photos/hike/7006027_smallMed_1554313383.jpg,https://cdn2.apstatic.com/photos/hike/7006027_medium_1554313383.jpg,2.0,1310,-40,10388,9118,43.6017,-110.8544,Unknown,,1970-01-01 00:00:00
1524,Grand Teton,7076388,Middle Fork Ditch Creek #4087,Trail,Needs Summary,blue,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076388/middle-fork-ditch-creek-4087,,,,,6.6,1199,-344,8598,7658,43.724,-110.5514,Unknown,,1970-01-01 00:00:00
1525,Grand Teton,7006623,Lower Faces,Trail,A nice and easy quick outing from the base of Jackson Hole Mountain Resort.,greenBlue,3.5,2,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7006623/lower-faces,,,,,2.3,370,-373,6808,6539,43.5892,-110.8405,Unknown,,1970-01-01 00:00:00
1526,Grand Teton,7076469,Shadow Nw Loop #4213,Trail,Needs Summary,blue,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076469/shadow-nw-loop-4213,,,,,1.6,185,-403,8098,7805,43.7412,-110.5623,Unknown,,1970-01-01 00:00:00
1527,Grand Teton,7075965,North 89 Spur,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075965/north-89-spur,,,,,0.0,0,0,6426,6426,43.5465,-110.7323,Unknown,,1970-01-01 00:00:00
1528,Grand Teton,7076386,Slate Creek #4085,Trail,Needs Summary,blue,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076386/slate-creek-4085,,,,,11.4,1370,-1720,8893,7371,43.7163,-110.5263,Unknown,,1970-01-01 00:00:00
1529,Grand Teton,7076479,Shadow Ne Loop #4212,Trail,Needs Summary,green,0.0,0,"Colter Bay Village, Wyoming",https://www.hikingproject.com/trail/7076479/shadow-ne-loop-4212,,,,,1.0,154,-94,8328,8194,43.7389,-110.5551,Unknown,,1970-01-01 00:00:00
1530,Grand Teton,7053507,Spearhead Peak Summit Spur,Trail,A short spur trail to a small peak off the Teton Crest Trail.,black,5.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7053507/spearhead-peak-summit-spur,,,,,0.5,428,0,10075,9647,43.6342,-110.9187,Unknown,,1970-01-01 00:00:00
1531,Grand Teton,7038152,38 Special,Trail,Amazing views of the Tetons!,blue,5.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7038152/38-special,https://cdn2.apstatic.com/photos/hike/7037783_sqsmall_1555086762.jpg,https://cdn2.apstatic.com/photos/hike/7037783_small_1555086762.jpg,https://cdn2.apstatic.com/photos/hike/7037783_smallMed_1555086762.jpg,https://cdn2.apstatic.com/photos/hike/7037783_medium_1555086762.jpg,3.1,35,-1075,8950,7875,43.7717,-110.9383,Unknown,,1970-01-01 00:00:00
1532,Grand Teton,7038156,Rocky Mountain Way,Trail,Rocky Mountain Way is a great connector between Mill Creek and the Andy's / Buffalo Soldier junction,blue,4.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7038156/rocky-mountain-way,,,,,2.1,548,-6,8287,7745,43.7656,-110.9468,Unknown,,1970-01-01 00:00:00
1533,Grand Teton,7000346,Rendezvous Mountain,Trail,A trail descending from the top of Rendezvous Mountain to the Granite Canyon area.,black,4.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000346/rendezvous-mountain,,,,,3.1,183,-1374,10021,8752,43.5933,-110.8796,Unknown,,1970-01-01 00:00:00
1534,Grand Teton,7075989,Museum Pathway Connector,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075989/museum-pathway-connector,,,,,0.1,6,0,6246,6240,43.52,-110.7459,Unknown,,1970-01-01 00:00:00
1535,Grand Teton,7038153,Ain't Life Grand,Trail,A good lollipop loop to add on to your hike at the top of Peaked trail.,blue,4.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7038153/aint-life-grand,,,,,1.2,137,-139,9146,9017,43.7765,-110.939,Unknown,,1970-01-01 00:00:00
1536,Grand Teton,7038154,Peaked,Trail,"High alpine singletrack, great views and smooth singletrack.",blue,4.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7038154/peaked,https://cdn2.apstatic.com/photos/hike/7037784_sqsmall_1555086765.jpg,https://cdn2.apstatic.com/photos/hike/7037784_small_1555086765.jpg,https://cdn2.apstatic.com/photos/hike/7037784_smallMed_1555086765.jpg,https://cdn2.apstatic.com/photos/hike/7037784_medium_1555086765.jpg,2.4,725,-104,9016,8293,43.776,-110.9494,Unknown,,1970-01-01 00:00:00
1537,Grand Teton,7038155,Buffalo Soldier,Trail,"More fun singletrack taking you to or from Mill Creek, Peaked and other Grand Targhee trails.",blue,5.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7038155/buffalo-soldier,,,,,2.0,261,-220,8434,8244,43.7745,-110.9519,Unknown,,1970-01-01 00:00:00
1538,Grand Teton,7000419,Middle Fork Granite Canyon,Trail,A sub-alpine adventure connecting Rendezvous Mountain to some remote Teton trails.,blueBlack,4.0,2,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000419/middle-fork-granite-canyon,https://cdn2.apstatic.com/photos/hike/7017288_sqsmall_1554829149.jpg,https://cdn2.apstatic.com/photos/hike/7017288_small_1554829149.jpg,https://cdn2.apstatic.com/photos/hike/7017288_smallMed_1554829149.jpg,https://cdn2.apstatic.com/photos/hike/7017288_medium_1554829149.jpg,1.5,506,-399,9308,8893,43.6182,-110.9297,Unknown,,1970-01-01 00:00:00
1539,Grand Teton,7000411,Game Creek Pass,Trail,A moderately difficult route rising to stunning views of surrounding mountains and canyons.,black,4.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000411/game-creek-pass,,,,,1.1,628,0,9944,9315,43.6131,-110.9276,Unknown,,1970-01-01 00:00:00
1540,Grand Teton,7000345,South Fork Granite Canyon,Trail,Great views to be had on this trail that are generally accessed from the tram.,blue,4.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000345/south-fork-granite-canyon,,,,,1.9,32,-794,8833,8040,43.5995,-110.9095,Unknown,,1970-01-01 00:00:00
1541,Grand Teton,7075988,North 89 Grand Loop,Trail,Needs Summary,green,2.5,2,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075988/north-89-grand-loop,,,,,12.3,356,-80,6506,6222,43.4884,-110.7622,Unknown,,1970-01-01 00:00:00
1542,Grand Teton,7040139,Mill Creek Trail,Trail,A challenging and fun ascent to the Grand Targhee Trails.,blue,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7040139/mill-creek-trail,https://cdn2.apstatic.com/photos/hike/7038736_sqsmall_1555089542.jpg,https://cdn2.apstatic.com/photos/hike/7038736_small_1555089542.jpg,https://cdn2.apstatic.com/photos/hike/7038736_smallMed_1555089542.jpg,https://cdn2.apstatic.com/photos/hike/7038736_medium_1555089542.jpg,3.5,1163,-26,7863,6726,43.7604,-110.9875,Unknown,,1970-01-01 00:00:00
1543,Grand Teton,7000347,Middle Fork Cutoff,Connector,,blue,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7000347/middle-fork-cutoff,,,,,0.7,36,-199,8997,8798,43.6015,-110.9214,Unknown,,1970-01-01 00:00:00
1544,Grand Teton,7075970,North Cache Path Grand Loop,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075970/north-cache-path-grand-loop,,,,,0.1,1,-1,6224,6224,43.4856,-110.7622,Unknown,,1970-01-01 00:00:00
1545,Grand Teton,7009631,Cunningham Cabin Trail,Trail,A trail bringing visitors through the valley's homesteading past.,green,3.0,1,"Yellowstone South Entrance, Wyoming",https://www.hikingproject.com/trail/7009631/cunningham-cabin-trail,,,,,0.3,3,-20,6764,6745,43.7777,-110.5577,Unknown,,1970-01-01 00:00:00
1546,Grand Teton,7009632,Cunningham Cabin Connector,Connector,,green,0.0,0,"Yellowstone South Entrance, Wyoming",https://www.hikingproject.com/trail/7009632/cunningham-cabin-connector,,,,,0.0,0,0,6749,6749,43.7781,-110.5581,Unknown,,1970-01-01 00:00:00
1547,Grand Teton,7038157,Andy's,Trail,A rugged connecting trail to Peaked Mountain/Mill Creek.,blue,5.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7038157/andys,,,,,1.7,240,-1,8248,8009,43.7883,-110.9572,Unknown,,1970-01-01 00:00:00
1548,Grand Teton,7037115,Action Jackson Trail,Trail,Grand Targhee Resort maintained singletrack.,blue,5.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7037115/action-jackson-trail,https://cdn2.apstatic.com/photos/hike/7037157_sqsmall_1555085365.jpg,https://cdn2.apstatic.com/photos/hike/7037157_small_1555085365.jpg,https://cdn2.apstatic.com/photos/hike/7037157_smallMed_1555085365.jpg,https://cdn2.apstatic.com/photos/hike/7037157_medium_1555085365.jpg,3.5,498,-195,8285,7981,43.7886,-110.9575,Unknown,,1970-01-01 00:00:00
1549,Grand Teton,7038158,Pika Traverse,Connector,,blue,0.0,0,"Alta, Wyoming",https://www.hikingproject.com/trail/7038158/pika-traverse,,,,,1.1,125,-20,8088,7983,43.7889,-110.9571,Unknown,,1970-01-01 00:00:00
1550,Grand Teton,7034366,More Cowbell,Trail,A short trail that extends off of Perma-grin.,blue,4.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7034366/more-cowbell,,,,,1.1,208,-26,8400,8193,43.795,-110.9515,Unknown,,1970-01-01 00:00:00
1551,Grand Teton,7076449,Gros Ventre Geological Trail #4073,Trail,Needs Summary,green,0.0,0,"Jackson, Wyoming",https://www.hikingproject.com/trail/7076449/gros-ventre-geological-trail-4073,,,,,0.4,54,-92,7021,6974,43.634,-110.5479,Unknown,,1970-01-01 00:00:00
1552,Grand Teton,7034369,Yogi,Trail,A fun and rolling way to end hikes in Rick's Basin.,green,5.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7034369/yogi,,,,,0.6,10,-113,8039,7937,43.794,-110.9559,Unknown,,1970-01-01 00:00:00
1553,Grand Teton,7038159,Perma-grin,Trail,Perma-grin weaves its way down among the aspen groves and flowers in Rick's Basin.,blue,5.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7038159/perma-grin,https://cdn2.apstatic.com/photos/hike/7037785_sqsmall_1555086767.jpg,https://cdn2.apstatic.com/photos/hike/7037785_small_1555086767.jpg,https://cdn2.apstatic.com/photos/hike/7037785_smallMed_1555086767.jpg,https://cdn2.apstatic.com/photos/hike/7037785_medium_1555086767.jpg,2.5,304,-360,8346,7994,43.7959,-110.9536,Unknown,,1970-01-01 00:00:00
1554,Grand Teton,7034362,Rick's Basin Trail,Trail,A loop trail around Rick's Basin.,green,5.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7034362/ricks-basin-trail,,,,,1.7,185,-185,8114,7937,43.7963,-110.9565,Unknown,,1970-01-01 00:00:00
1555,Grand Teton,7075985,Moose Wilson Grand Loop Access,Connector,,green,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7075985/moose-wilson-grand-loop-access,,,,,0.0,0,-1,6209,6208,43.5311,-110.8416,Unknown,,1970-01-01 00:00:00
1556,Grand Teton,7075984,Moose Wilson Grand Loop Access,Connector,,green,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7075984/moose-wilson-grand-loop-access,,,,,0.0,0,0,6208,6208,43.5311,-110.8417,Unknown,,1970-01-01 00:00:00
1557,Grand Teton,7075986,Moose Wilson Grand Loop Access,Connector,,green,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7075986/moose-wilson-grand-loop-access,,,,,0.0,0,-1,6209,6209,43.531,-110.8416,Unknown,,1970-01-01 00:00:00
1558,Grand Teton,7075884,Summit Trail #4040A,Trail,Needs Summary,black,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075884/summit-trail-4040a,,,,,2.0,1567,-10,7805,6242,43.4728,-110.7609,All Clear,Dry,2020-06-18 20:42:30
1559,Grand Teton,7034368,Snowdrift,Trail,"A short, technical loop off of Rick's Basin.",blue,5.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7034368/snowdrift,,,,,1.1,94,-93,8133,8068,43.7977,-110.9578,Unknown,,1970-01-01 00:00:00
1560,Grand Teton,7075882,Shade Monkey Access #4031A,Trail,Needs Summary,black,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075882/shade-monkey-access-4031a,,,,,0.8,382,-13,6647,6265,43.472,-110.7611,Unknown,,1970-01-01 00:00:00
1561,Grand Teton,7075915,Pine Glades Access New,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075915/pine-glades-access-new,,,,,0.0,0,0,6354,6354,43.4709,-110.7624,Unknown,,1970-01-01 00:00:00
1562,Grand Teton,7034620,Phillip's Ridge #4001B,Trail,Exceptional valley views on this 9 mile hike.,blue,5.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7034620/phillips-ridge-4001b,,,,,9.0,2114,-520,8427,6427,43.542,-110.8636,Unknown,,1970-01-01 00:00:00
1563,Grand Teton,7075893,BPA Road Lower,Trail,Needs Summary,black,3.0,1,"Moose Wilson Road, Wyoming",https://www.hikingproject.com/trail/7075893/bpa-road-lower,,,,,2.0,1115,-7,7533,6425,43.5418,-110.8635,Unknown,,1970-01-01 00:00:00
1564,Grand Teton,7034372,Quakie Ridge,Trail,Another great Rick's Basin singletrack option for extending your hike.,blue,5.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7034372/quakie-ridge,,,,,4.1,367,-360,8191,7894,43.8003,-110.9601,Unknown,,1970-01-01 00:00:00
1565,Grand Teton,7038160,Northwoods,Trail,A nice loop with some smooth trail through the aspens.,blue,4.0,1,"Alta, Wyoming",https://www.hikingproject.com/trail/7038160/northwoods,https://cdn2.apstatic.com/photos/hike/7037786_sqsmall_1555086770.jpg,https://cdn2.apstatic.com/photos/hike/7037786_small_1555086770.jpg,https://cdn2.apstatic.com/photos/hike/7037786_smallMed_1555086770.jpg,https://cdn2.apstatic.com/photos/hike/7037786_medium_1555086770.jpg,0.8,143,-145,8073,7930,43.8033,-110.9592,Unknown,,1970-01-01 00:00:00
1566,Grand Teton,7075930,Water Tank Road,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075930/water-tank-road,,,,,0.2,0,-123,6467,6344,43.479,-110.7405,Unknown,,1970-01-01 00:00:00
1567,Grand Teton,7075870,Champa Trail #4032F,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075870/champa-trail-4032f,,,,,0.2,0,-151,6614,6464,43.4681,-110.7692,Unknown,,1970-01-01 00:00:00
1568,Grand Teton,7075923,Summit Road #4040B,Trail,Needs Summary,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075923/summit-road-4040b,,,,,0.6,342,-5,7130,6788,43.4685,-110.7543,Unknown,,1970-01-01 00:00:00
1569,Grand Teton,7075877,Pine Drive Access #4032E,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075877/pine-drive-access-4032e,,,,,0.1,29,0,6380,6351,43.4694,-110.7721,Unknown,,1970-01-01 00:00:00
1570,Grand Teton,7075883,Snow King Nature Trail #4040,Trail,Needs Summary,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075883/snow-king-nature-trail-4040,,,,,0.6,46,-47,7808,7765,43.4628,-110.7631,Unknown,,1970-01-01 00:00:00
1571,Grand Teton,7075879,Rodeo Drive Access #2 (4032D),Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075879/rodeo-drive-access-2-4032d,,,,,0.0,36,0,6353,6317,43.4696,-110.7727,Unknown,,1970-01-01 00:00:00
1572,Grand Teton,7000387,Signal Mountain Trail,Trail,"An isolated peak with breathtaking views of the Teton Range, Snake River, and Jackson Hole.",blue,4.3,4,"Yellowstone South Entrance, Wyoming",https://www.hikingproject.com/trail/7000387/signal-mountain-trail,https://cdn2.apstatic.com/photos/hike/7000554_sqsmall_1554159408.jpg,https://cdn2.apstatic.com/photos/hike/7000554_small_1554159408.jpg,https://cdn2.apstatic.com/photos/hike/7000554_smallMed_1554159408.jpg,https://cdn2.apstatic.com/photos/hike/7000554_medium_1554159408.jpg,3.2,900,-162,7583,6843,43.841,-110.6121,Unknown,,1970-01-01 00:00:00
1573,Grand Teton,7075918,Henley Dr. Access Trail Connector,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075918/henley-dr-access-trail-connector,,,,,0.2,104,0,6439,6335,43.4755,-110.7423,Unknown,,1970-01-01 00:00:00
1574,Grand Teton,7075922,Wildlife Lane Access,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075922/wildlife-lane-access,,,,,0.2,124,0,6316,6192,43.471,-110.7762,Unknown,,1970-01-01 00:00:00
1575,Grand Teton,7075921,Nelson Knoll Trail,Trail,Needs Summary,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075921/nelson-knoll-trail,,,,,0.4,133,-31,6468,6336,43.4765,-110.7408,Unknown,,1970-01-01 00:00:00
1576,Grand Teton,7040862,Putt Putt Trail,Trail,This rolling trail follows the contours of the south-facing slope of the Cache Creek drainage.,greenBlue,3.0,2,"Jackson, Wyoming",https://www.hikingproject.com/trail/7040862/putt-putt-trail,,,,,4.6,915,-381,7061,6344,43.4764,-110.7407,Unknown,,1970-01-01 00:00:00
1577,Grand Teton,7075920,Woods Canyon Trail,Trail,Needs Summary,black,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075920/woods-canyon-trail,,,,,2.8,1950,-41,8258,6350,43.4759,-110.7404,Minor Issues,"Snowy, Mostly Dry",2020-05-25 14:38:00
1578,Grand Teton,7075885,Tanager Access #4035C,Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075885/tanager-access-4035c,,,,,0.4,217,-21,6828,6631,43.4691,-110.7487,Unknown,,1970-01-01 00:00:00
1579,Grand Teton,7075878,Rodeo Drive Access #1 (4032C),Connector,,green,3.0,1,"Jackson, Wyoming",https://www.hikingproject.com/trail/7075878/rodeo-drive-access-1-4032c,,,,,0.0,5,0,6290,6285,43.4696,-110.7767,Unknown,,1970-01-01 00:00:00
